,date_20,client_id,total_20,date_16,total_16,date_17,total_17,date_18,total_18,date_19,total_19,change17,change18,change19,change20,aggChange,percentile
0,2020,3993,160000.14000000004,2016,57300.17000000001,2017,295842.0600000003,2018,266107.91000000015,2019,167177.8799999999,5.163022378467642,0.8994931619932605,0.6282334110248725,0.957065252891113,6.150624444476629,0.862187383351997
1,2020,4034,43045.15,2016,1181.96,2017,4011.98,2018,15091.49,2019,28751.909999999996,3.3943449862939525,3.7616064885667426,1.9051737104818673,1.4971231476448001,8.888086568681937,0.9294512877939529
2,2020,4036,29078.529999999984,2016,10676.750000000002,2017,12641.520000000004,2018,20987.120000000003,2019,14183.4,1.1840232280422416,1.6601737765711715,0.6758144995597298,2.050180492688635,4.926175929756855,0.73505039193729
3,2020,4039,125.20000000000002,2016,256.29999999999995,2017,375.6,2018,225.0,2019,211.74999999999997,1.4654701521654314,0.5990415335463258,0.941111111111111,0.5912632821723732,3.042923900888251,0.44091078760731617
4,2020,4040,4503.35,2016,1917.92,2017,4728.620000000001,2018,5009.45,2019,5162.27,2.4654938683573877,1.0593894201690977,1.030506343011708,0.8723584779564029,4.537072907398597,0.6718178424785368
5,2020,4041,49126.99000000001,,,2017,54.5,2018,10266.470000000003,2019,21076.150000000005,0.0,188.37559633027527,2.0529110784914386,2.3309280869608537,159.87952190234583,0.9945502053004852
6,2020,4042,23362.43,2016,393.78999999999996,2017,3372.5099999999998,2018,14949.200000000003,2019,8022.3099999999995,8.564234744406917,4.432662912786027,0.5366380809675433,2.912182401328296,13.49782930323834,0.952220977976857
7,2020,4043,3591.4100000000008,2016,1699.2799999999997,2017,3780.6800000000007,2018,3564.9499999999994,2019,5635.17,2.224871710371452,0.9429388363998007,1.5807150170409126,0.637320613220187,4.525201605730132,0.6701754385964912
8,2020,4044,5117.119999999999,2016,1127.56,2017,4479.369999999998,2018,6506.53,2019,4509.74,3.9726222994785183,1.4525547119349378,0.6931098450326058,1.134681822011912,5.949930052737983,0.8498693542366554
9,2020,4045,6665.62,2016,892.13,2017,6222.46,2018,6819.299999999999,2019,3343.7700000000004,6.974835506036116,1.0959170488842032,0.49033918437376284,1.9934445251916246,8.585221138941428,0.9264650989175065
10,2020,4046,30763.180000000004,,,2017,6600.0,2018,22971.499999999996,2019,77082.81999999999,0.0,3.4805303030303025,3.355584963977102,0.3990925604434296,6.32609567069559,0.8712206047032475
11,2020,4047,1066.27,,,2017,1001.4,2018,1423.4300000000003,2019,2029.96,0.0,1.421439984022369,1.4261045502764447,0.5252665077144377,2.996468978232172,0.43665546845838
12,2020,4050,1344.72,2016,132.09999999999997,2017,566.8499999999999,2018,271.66999999999996,2019,164.6,4.29106737320212,0.47926259151451,0.6058821364155041,8.16962332928311,12.340452487007257,0.9485628966032101
13,2020,4051,2942.3800000000006,2016,1355.41,2017,4840.15,2018,4107.28,2019,4037.99,3.570985900945101,0.8485852711176307,0.9831299546171676,0.7286744147459505,5.006673621553814,0.7477416946621874
14,2020,4052,190.10999999999999,,,2017,150.08,2018,107.77,2019,205.22,0.0,0.7180836886993602,1.9042405122019115,0.9263716986648474,3.2509570309966347,0.4631578947368421
15,2020,4053,629.51,2016,545.4000000000001,2017,1287.67,2018,1635.6999999999998,2019,1604.76,2.3609644297763106,1.2702788757989234,0.981084550956777,0.3922767267379546,4.107816546281775,0.5903695408734603
16,2020,4054,369.48999999999995,,,,,,,2019,8.75,0.0,0.0,0.0,42.22742857142857,42.22742857142857,0.9821575214632325
17,2020,4056,360.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11075027995520717
18,2020,4057,225315.50999999992,,,2017,54367.299999999996,,,,,0.0,0.0,0.0,0.0,0.0,0.11075027995520717
19,2020,4058,183734.32000000004,,,,,,,2019,139657.01000000004,0.0,0.0,0.0,1.3156111533534907,1.3156111533534907,0.3027248973497574
20,2020,4059,48611.96000000001,2016,11718.22,2017,104162.58999999998,2018,102944.71999999999,2019,78954.44999999998,8.888943030596796,0.9883079904215132,0.7669596847706225,0.6156962653783291,8.808110268859103,0.9289287047405749
21,2020,4060,168859.52000000008,2016,99012.89999999997,2017,567979.73,2018,471751.67000000004,2019,411028.38999999984,5.736421516792258,0.8305783553226451,0.871281261177093,0.41082203591824923,6.199182692320539,0.8653228816722658
22,2020,4061,225382.56,,,,,2018,26528.680000000008,2019,225786.1200000001,0.0,0.0,8.511019771809229,0.9982126447808213,8.735503346425574,0.9280328480776409
23,2020,4062,235311.9900000001,2016,46659.79,2017,188219.39999999997,2018,87475.52,2019,190331.92,4.033867276299357,0.46475294257658895,2.1758306781142887,1.2363243643000086,6.6291497840234435,0.8842851810377006
24,2020,4063,84834.93999999999,2016,23979.09,2017,130564.54,2018,173966.02999999994,2019,77935.93999999999,5.444933064599199,1.332414068934796,0.44799516319364197,1.0885214190012977,6.687817202541328,0.8862262038073908
25,2020,4064,321871.3699999998,2016,59603.14,2017,396124.4799999999,2018,363895.1999999999,2019,334600.49,6.646033749228647,0.918638504744771,0.9194968496424247,0.9619572583411334,7.5503323841978025,0.9107876073161627
26,2020,4065,14827.010000000002,,,2017,684.7,2018,1579.7299999999998,2019,1504.6799999999994,0.0,2.3071856287425145,0.9524918815240576,9.853929074620522,12.62659576752877,0.9493840985442329
27,2020,4066,2224.88,,,2017,117.96000000000001,,,,,0.0,0.0,0.0,0.0,0.0,0.11075027995520717
28,2020,4067,527451.6,2016,118620.50999999994,2017,514288.12,2018,623747.4999999998,2019,522119.5499999999,4.335575019867983,1.2128366877306047,0.8370687658066767,1.0102123163172114,6.030909974467268,0.8549458753266144
29,2020,4068,21830.320000000003,2016,380.42,2017,39154.200000000004,2018,200.0,2019,9638.98,102.92361074601757,0.005108008847071323,48.1949,2.2647956526520447,123.41059471782809,0.9926091825307951
30,2020,4070,24143.59,2016,18801.860000000008,2017,43556.859999999986,2018,46222.32,2019,62759.95000000002,2.3166250573081584,1.061194952987888,1.3577845075712345,0.3846974065466909,4.2365822748833,0.6136618141097424
31,2020,4071,13358.979999999996,2016,567.26,2017,6877.290000000002,2018,10499.269999999999,2019,6893.53,12.12369989070268,1.5266580295436132,0.6565723140751691,1.9379011914070146,12.905201133729783,0.9502053004852556
32,2020,4072,2703.0899999999997,2016,711.79,2017,-583.0900000000001,2018,1190.9399999999998,2019,729.93,-0.8191882437235704,-2.042463427601227,0.6129024132198096,3.7032181168057208,1.9569475727869752,0.34363568495707353
33,2020,4073,182025.47000000012,2016,31972.010000000013,2017,90073.46999999996,2018,79607.96000000005,2019,164765.69999999995,2.817260159745975,0.8838114041792782,2.069713882883067,1.1047534165181234,5.833383395955908,0.8424038820455394
34,2020,4074,917094.3600000005,2016,377133.77999999997,2017,924600.3099999995,2018,669949.81,2019,774704.2999999997,2.4516507378363177,0.7245831552879324,1.1563616981994511,1.1837992379802214,4.675827685368935,0.6959313176558417
35,2020,4076,92729.63000000002,2016,35769.94000000003,2017,47312.60999999999,2018,23118.639999999985,2019,164329.22999999995,1.3226919027540989,0.488635904888781,7.108083780014744,0.5642917574676157,8.423775432861753,0.9244494214259051
36,2020,4077,93103.51999999999,2016,90774.31,2017,100894.11999999998,2018,88196.00999999997,2019,93897.60000000002,1.1114831938683971,0.8741442018623086,1.064646802049209,0.9915431278328729,3.5169108561547953,0.49287047405748413
37,2020,4078,325016.6100000001,2016,125853.05000000002,2017,283578.78000000014,2018,249319.9499999999,2019,229365.73000000013,2.2532531392763233,0.8791911369390889,0.9199654099080328,1.4170234149626446,4.67286228490858,0.695558044046286
38,2020,4079,346041.4800000002,2016,1313.6000000000001,2017,48591.20999999999,2018,80254.59999999999,2019,135461.22,36.99087241169305,1.6516279384687067,1.6878935288444528,2.554542768771758,33.24576313985395,0.9776782381485629
39,2020,4081,128583.01999999999,2016,21478.090000000004,2017,68946.43,2018,111656.48000000001,2019,96258.51999999997,3.210081995186722,1.6194671718318123,0.8620952406882249,1.3358092353798918,5.869716917900152,0.8450914520343412
40,2020,4082,23094.480000000003,2016,3784.3599999999997,2017,27975.619999999995,2018,58667.54,2019,34713.61,7.39243095265778,2.0970952565126355,0.5917004530955278,0.6652860362261374,8.49037490404527,0.9253452780888392
41,2020,4083,706130.99,2016,106503.16,2017,500690.0200000002,2018,383979.65,2019,719726.1100000005,4.701175251513666,0.7669009460184565,1.8743860774913472,0.9811107033479716,6.850963029342333,0.8911534154535274
42,2020,4084,793220.36,2016,-5068.83,2017,964657.2199999996,2018,822414.1200000001,2019,893509.2499999997,-190.31161431730786,0.8525454461430356,1.086446874234114,0.8877584199603981,-140.40391221018774,0.0002986188876446435
43,2020,4085,369536.2100000002,2016,117893.00999999997,2017,225957.00999999992,2018,305569.8599999999,2019,338099.8,1.9166277118550115,1.3523362696293424,1.1064566380990588,1.092979676415071,4.656473395834416,0.6924225457260171
44,2020,4086,3089.3200000000006,2016,131.2,2017,3391.3500000000004,2018,3478.1200000000003,2019,2427.62,25.84870426829269,1.0255856812183939,0.6979690177452186,1.2725714897718756,22.17519435160856,0.9699888017917133
45,2020,4087,218963.03999999998,2016,30900.31,2017,335816.5900000002,2018,246671.65999999997,2019,199616.81000000006,10.867741779936841,0.7345428050472427,0.8092409561763199,1.096916837815412,10.604745855442875,0.9416200074654721
46,2020,4088,125619.25000000001,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.11075027995520717
47,2020,4089,947801.2500000003,2016,294931.10000000015,2017,1013385.8500000004,2018,960379.2599999992,2019,567395.0399999993,3.4360087830683166,0.9476935759464165,0.5908030958519448,1.670443312299666,5.572279121909153,0.8198581560283688
48,2020,4090,911.8599999999999,2016,1268.75,2017,2944.03,2018,41254.60999999999,2019,57316.86999999999,2.3204177339901477,14.01297201455148,1.3893446090024848,0.015909103201204113,14.603282451728461,0.9563269876819709
49,2020,4091,4298.5,2016,35.8,2017,10142.85,2018,25124.38999999999,2019,41299.929999999986,283.3198324022347,2.4770542796156887,1.6438182180741505,0.10408007955461429,216.50799604776014,0.9956700261291527
50,2020,4092,320687.44,2016,177645.23999999996,2017,353413.89000000025,2018,384229.85,2019,332938.09999999986,1.9894363057518474,1.0871951014715344,0.8665076385918478,0.963204391446939,4.14413989863452,0.5964912280701754
51,2020,4094,581968.4700000002,,,,,2018,38408.08,2019,552668.4800000002,0.0,0.0,14.389380567838856,1.0530154895028572,14.134270551174545,0.954535274356103
52,2020,4095,93575.21,2016,55094.98,2017,193838.49000000014,2018,166000.27,2019,195998.37000000005,3.5182604658355467,0.8563844569775584,1.180711151855356,0.4774285112677212,4.901879196659037,0.7311683463979096
53,2020,4096,22354.799999999996,2016,31515.420000000002,2017,57589.47,2018,72818.32999999997,2019,75121.60999999999,1.8273426151388747,1.2644382731773702,1.0316304974310728,0.29758148154705416,3.653327249785656,0.5103396789846958
54,2020,4097,116328.98000000003,2016,22861.399999999998,2017,82893.86999999998,2018,137185.13999999998,2019,148390.06000000003,3.6259314827613354,1.654949153658769,1.0816773595157614,0.7839405146139843,5.859226132044526,0.8441955953714072
55,2020,4098,25958.38000000001,2016,2613.27,2017,43761.15000000001,2018,62495.75,2019,62532.6,16.745743838179756,1.4281103215980382,1.0005896400955265,0.4151175546834772,15.086326162086317,0.9578200821201941
56,2020,4099,36803.31,2016,4955.34,2017,44796.95999999998,2018,30499.93,2019,6972.800000000001,9.040138517235947,0.6808482093427772,0.2286169181371892,5.278124999999998,12.840632902673928,0.9498320268756999
57,2020,4101,213104.71000000008,2016,19153.65,2017,199208.8100000001,2018,198781.99,2019,199545.60999999996,10.400566471664675,0.9978574240767759,1.003841494895991,1.0679498787269743,10.61930814091576,0.9419186263531169
58,2020,4102,60074.49999999999,2016,23067.059999999998,2017,89394.45,2018,76221.29,2019,82595.99000000005,3.8754158527354594,0.8526400688185899,1.0836341132510359,0.7273294986838944,5.32876992352962,0.7936543486375514
59,2020,4103,3109.2100000000446,2016,13126.930000000002,2017,12971.800000000052,2018,18821.460000000043,2019,-9965.280000000022,0.9881823091918712,1.4509520652492305,-0.5294637079163891,-0.3120042788561925,1.14823501069091,0.29227323628219487
60,2020,4104,12335.55,2016,7007.9400000000005,2017,28143.639999999996,2018,18644.100000000002,2019,28079.170000000002,4.0159647485566365,0.6624622827750783,1.5060619713475039,0.4393131990724797,5.373203691138371,0.7980589772303098
61,2020,4105,372194.6800000001,2016,145819.03999999998,2017,228118.92999999988,2018,231683.22000000003,2019,215042.04,1.5643974202545834,1.0156247006769676,0.9281727006383975,1.7307996148102023,4.589307172114266,0.6799552071668533
62,2020,4106,557863.3199999997,2016,72168.95999999998,2017,883673.6700000003,2018,612998.5700000004,2019,473919.4899999998,12.244511629376404,0.6936933743878555,0.7731167953621808,1.1771267731571873,11.652743349859877,0.946173945502053
63,2020,4108,62169.99999999999,2016,25079.309999999998,2017,87416.46,2018,72521.55000000002,2019,245148.46999999997,3.485600680401495,0.8296097782957582,3.3803534259816552,0.2536014195805505,6.631061285819942,0.884434490481523
64,2020,4109,1135367.2399999986,2016,193728.47000000003,2017,1286974.469999999,2018,1174554.4200000002,2019,1127794.559999999,6.643187085511999,0.9126478010088274,0.9601892775645072,1.0067145917071987,7.624993098450069,0.9119074281448302
65,2020,4110,7330.669999999999,2016,4068.16,2017,2144.470000000001,2018,772.1699999999998,2019,4883.0999999999985,0.5271351175961617,0.3600749835623718,6.323866506080266,1.5012328234113579,7.9438294213616905,0.9175065322881673
66,2020,4112,44126.62,,,,,,,2019,6713.329999999999,0.0,0.0,0.0,6.572985388771297,6.572985388771297,0.8815976110488989
67,2020,4113,478332.3199999996,2016,177521.49000000008,2017,591722.6900000001,2018,515502.4399999996,2019,558451.79,3.333245400317448,0.8711892389997746,1.0833155125318137,0.8565328799465386,5.065672874973355,0.7564762971257932
68,2020,4114,121014.85,2016,59378.350000000006,2017,92850.02,2018,97155.48999999999,2019,25038.6,1.5637015848368976,1.0463701569477313,0.2577167795664455,4.833131644740521,7.107020495795969,0.8987681970884659
69,2020,4115,232305.29000000004,2016,89303.47999999998,2017,429821.78999999963,2018,310363.1399999999,2019,310309.0900000003,4.813046367286019,0.722074001878779,0.9998258491649505,0.7486254753284856,5.870426412099533,0.8451661067562524
70,2020,4117,75445.49,2016,105149.87000000005,2017,351054.0600000001,2018,294550.85000000003,2019,167592.56999999998,3.3386066953767983,0.839046983248107,0.5689766979114131,0.45017204521656307,4.169195472280819,0.6019410227696902
71,2020,4118,624717.6600000006,2016,29101.68,2017,634083.5499999993,2018,618298.1700000006,2019,593815.5100000004,21.788554818828306,0.975105204984424,0.960403149826563,1.0520399846073407,19.1010695530531,0.9663307204180664
72,2020,4119,169656.43000000002,2016,84433.93000000001,2017,173675.18999999997,2018,168759.27000000005,2019,221189.10999999996,2.0569359971755428,0.9716947481099636,1.3106782815545475,0.7670198139501536,4.307005494474199,0.6276222471071295
73,2020,4120,45932.42999999999,2016,115918.81,2017,163503.05000000002,2018,136274.56,2019,71216.24,1.410496277523898,0.8334679995266142,0.5225937988719245,0.644971287447919,2.868599817604344,0.4228443449048152
74,2020,4121,9373.7,,,,,,,2019,6996.6,0.0,0.0,0.0,1.3397507360718064,1.3397507360718064,0.30429264650989174
75,2020,4122,654994.3000000002,2016,294008.00999999995,2017,720622.0100000001,2018,756716.6100000003,2019,825025.2300000006,2.4510284940876277,1.0500881176249393,1.0902697510498682,0.793908205692085,4.494397929392611,0.6630085852930198
76,2020,4123,6155.76,2016,23070.68,2017,32113.329999999998,2018,37678.57,2019,36441.33,1.3919542033438113,1.1732999972285654,0.9671632973332056,0.1689224844428016,3.0636270600013376,0.44270250093318403
77,2020,4125,14842.380000000001,,,2017,7623.25,2018,14024.93,2019,36568.3,0.0,1.8397573213524416,2.6073784325483267,0.40588104998044755,4.296685675728877,0.6257558790593505
78,2020,4126,14721.439999999997,2016,35149.68000000001,2017,83399.92,2018,75161.60000000002,2019,104380.68000000001,2.3727078027452877,0.9012190898984078,1.3887501064373293,0.14103606146271508,3.9309958138464145,0.5574468085106383
79,2020,4127,252685.63000000006,,,2017,6.16,2018,22222.760000000002,2019,229625.76999999996,0.0,3607.5909090909095,10.332909593587832,1.10042365889508,2991.97406799266,0.9994774169466218
80,2020,4128,144061.0599999999,2016,4155.9400000000005,2017,136349.9599999999,2018,137235.0800000001,2019,113248.14999999994,32.80845248006465,1.0064915310572897,0.8252128391661946,1.272083120121609,27.50356373591331,0.9739455020530049
81,2020,4129,122678.87,2016,1693.2500000000002,2017,102062.79000000001,2018,112534.56,2019,133392.7200000001,60.27626753285102,1.1026012516412689,1.1853489274761468,0.9196818986823262,48.194964477121495,0.9841731989548339
82,2020,4130,136082.37999999998,2016,36848.32,2017,265519.7399999999,2018,271672.99000000005,2019,221728.61999999997,7.205748864534391,1.0231743598423235,0.8161599723255518,0.6137339419692415,7.6150819711765,0.9116088092571856
83,2020,4131,1520.77,2016,1006.79,2017,3010.7299999999996,2018,3593.4200000000005,2019,3215.01,2.9904250141538946,1.1935377798739844,0.8946936344763484,0.47302185685270026,4.519525139896771,0.669130272489735
84,2020,4133,38990.54,2016,2256.2200000000003,2017,45054.34999999999,2018,24585.189999999995,2019,33988.3,19.96895249576725,0.5456784971928349,1.382470503583662,1.1471753515180223,17.85791025160487,0.9646136618141098
85,2020,4134,301405.7700000001,2016,85410.37999999996,2017,222543.75999999986,2018,271914.59,2019,299000.4400000001,2.6055821318205115,1.2218477390693865,1.0996116096602249,1.0080445701016358,4.975095428468058,0.7422172452407615
86,2020,4135,76832.82999999999,2016,6101.76,2017,12498.67,2018,38029.759999999995,2019,7167.49,2.048371289595133,3.042704543763456,0.18847055569112192,10.71962848919217,14.944568879966917,0.9571481896229936
87,2020,4136,155755.61999999997,2016,54845.350000000006,2017,121629.78000000004,2018,56783.469999999994,2019,68062.8,2.217686276047104,0.46685499225600813,1.1986375612480182,2.288410409210317,5.430092014498682,0.8051511758118701
88,2020,4138,776429.1000000001,2016,347479.47000000015,2017,829109.8500000002,2018,615237.1299999998,2019,752648.0499999995,2.3860685927718257,0.7420453755313601,1.2233462730053366,1.031596507823279,4.549678773933556,0.6737588652482269
89,2020,4139,206683.99999999988,2016,59104.2,2017,183489.63000000006,2018,176612.91999999998,2019,178326.7100000001,3.1045108469448883,0.9625226232130935,1.009703650219928,1.1590187471074846,5.2048693475923855,0.7758118701007839
90,2020,4140,14861.04,2016,23120.81,2017,52909.14,2018,51214.74999999998,2019,60379.489999999976,2.2883774400637344,0.9679754764488703,1.1789472759312503,0.24612728593765876,3.8371691101557683,0.5396043299738709
91,2020,4142,66103.40000000004,2016,60.0,2017,61424.46000000001,2018,35163.18000000001,2019,69921.15000000005,1023.7410000000001,0.5724621754916528,1.988476298218763,0.9453992103962819,772.3779797617751,0.9985815602836879
92,2020,4143,313886.98000000004,2016,125834.79999999999,2017,197045.65000000008,2018,157074.94,2019,218019.3600000001,1.565907443727809,0.7971500005201837,1.3879958190657282,1.439720674347452,4.536826147953419,0.6717431877566256
93,2020,4144,35240.479999999996,,,2017,37336.08,2018,70529.68999999999,2019,13796.410000000002,0.0,1.8890491449557636,0.19561138011523946,2.554322465047066,4.293348632883865,0.6248600223964166
94,2020,4145,37976.06,2016,80.47000000000001,2017,50902.23000000001,2018,47305.570000000014,2019,48076.09,632.5615757425128,0.9293417989742297,1.0162881453494796,0.7899157356598675,477.7347394601205,0.9981336319522209
95,2020,4146,27323.25,,,2017,26802.059999999998,2018,33732.36000000001,2019,93818.57000000004,0.0,1.2585734081634028,2.781263155023841,0.2912349868474865,3.8597993494008973,0.5432624113475177
96,2020,4147,6093.9,2016,208.57,2017,3125.95,2018,1052.62,2019,226.85000000000002,14.987534161192885,0.33673603224619714,0.21550987060857674,26.863125413268676,38.5976939633063,0.9803658081373647
97,2020,4149,216429.9,2016,3862.4200000000005,2017,8820.53,2018,14619.350000000002,2019,198600.61999999997,2.283679661973581,1.6574230800190013,13.584777708995265,1.0897745435034394,16.525105931842095,0.9611795446061964
